Tp ticks;0,2500000000;0,1349999905;0,1039998531;0,0920000076;0,0839998722;0,0800001621;0,0759999752;0,0820000172
T1 ticks;0,4949998856;0,5139999390;0,5160000324;0,4840002060;0,5050001144;0,4829998016;0,4720001221;0,4590001106
